Word;freqlemfilms2;freqlemlivres;freqfilms2;freqlivres
mozzarella;0.64;0.14;0.64;0.14
mozzarelle;0.03;0;0.03;0
moï;0;0.27;0;0.27
moïse;0.05;0.47;0.05;0.47
moût;0;0.68;0;0.54
moûts;0;0.68;0;0.14
mua;1.63;7.03;0.14;0.68
muai;1.63;7.03;0;0.07
muaient;1.63;7.03;0;0.14
muait;1.63;7.03;0.02;1.01
muant;1.63;7.03;0;0.2
muchacho;1.56;0.07;1.03;0
muchachos;1.56;0.07;0.54;0.07
muchas;0.53;0;0.52;0
muche;0.53;0;0.01;0
mucilage;0.01;0;0.01;0
mucilagineuse;0;0.07;0;0.07
mucor;0.01;0;0.01;0
mucosité;0.06;0.2;0.01;0.07
mucosités;0.06;0.2;0.05;0.14
mucoviscidose;0.14;0;0.14;0
mucus;0.38;0.2;0.38;0.2
mudéjar;0.1;0.2;0.1;0.14
mudéjar;0;0.14;0;0.14
mudéjare;0.1;0.2;0;0.07
mue;0.17;2.57;0.16;2.16
mue;1.63;7.03;0.26;0.88
muent;1.63;7.03;0.16;0.2
muer;1.63;7.03;0.65;0.95
muera;1.63;7.03;0.02;0
mueront;1.63;7.03;0;0.07
mues;0.17;2.57;0.01;0.41
mues;1.63;7.03;0.02;0.07
muesli;0.06;0;0.06;0
muet;14.23;45.74;8.69;16.55
muet;3.43;3.04;2.67;2.3
muets;14.23;45.74;2.43;6.01
muets;3.43;3.04;0.76;0.74
muette;14.23;45.74;2.68;19.12
muette;0.89;2.5;0.89;2.3
muettement;0;0.68;0;0.68
muettes;14.23;45.74;0.43;4.05
muettes;0.89;2.5;0;0.2
muezzin;0.14;0.61;0.14;0.41
muezzins;0.14;0.61;0;0.2
muffin;2.96;0.34;1.3;0
muffins;2.96;0.34;1.65;0.34
mufle;0.08;0.68;0.08;0.54
mufle;1.7;6.89;1.56;6.08
muflerie;0.12;1.01;0.12;0.81
mufleries;0.12;1.01;0;0.2
mufles;0.08;0.68;0;0.14
mufles;1.7;6.89;0.14;0.81
muflier;0.68;0.07;0.68;0
mufliers;0.68;0.07;0;0.07
muflée;0.01;0.2;0.01;0.2
mufti;0.26;0.41;0.25;0.14
muftis;0.26;0.41;0.01;0.27
muges;0;0.07;0;0.07
mugi;0.33;2.84;0.01;0.2
mugir;0.33;2.84;0.04;0.95
mugis;0.33;2.84;0;0.07
mugissaient;0.33;2.84;0;0.07
mugissait;0.33;2.84;0;0.34
mugissant;0.33;2.84;0.01;0.2
mugissant;0.2;0.54;0.1;0.2
mugissante;0.2;0.54;0.1;0.14
mugissantes;0.2;0.54;0;0.14
mugissants;0.2;0.54;0;0.07
mugissement;0.09;2.97;0.04;1.76
mugissements;0.09;2.97;0.04;1.22
mugissent;0.33;2.84;0.01;0.14
mugit;0.33;2.84;0.26;0.88
muguet;0.4;3.92;0.38;3.85
muguets;0.4;3.92;0.02;0.07
muguette;0;0.07;0;0.07
muids;0;0.14;0;0.14
mulard;0.01;0;0.01;0
mule;9.62;8.99;7.29;4.26
mules;9.62;8.99;2.33;4.73
mulet;3.67;7.43;3.19;2.77
muleta;0.15;0.27;0.15;0.27
muletier;0.05;0.41;0.05;0.27
muletier;0.37;0.27;0.05;0
muletiers;0.37;0.27;0.32;0.27
muletière;0.05;0.41;0;0.14
mulets;3.67;7.43;0.49;4.66
mulettes;0.01;0;0.01;0
mulhousien;0;0.07;0;0.07
mullah;0.05;0;0.05;0
mulon;0;0.07;0;0.07
mulot;0.06;1.55;0.04;0.88
mulots;0.06;1.55;0.01;0.68
multi;2.37;0.61;2.37;0.61
multi-tâches;0.05;0;0.05;0
multicellulaire;0.02;0;0.02;0
multicolore;0.42;13.72;0.19;3.04
multicolores;0.42;13.72;0.23;10.68
multiconfessionnel;0.01;0;0.01;0
multicouche;0.01;0;0.01;0
multiculturalisme;0.01;0;0.01;0
multiculturel;0.1;0;0.03;0
multiculturelle;0.1;0;0.07;0
multidimensionnel;0.12;0;0.04;0
multidimensionnelle;0.12;0;0.06;0
multidimensionnels;0.12;0;0.01;0
multidisciplinaire;0.01;0.07;0.01;0.07
multifamilial;0.01;0;0.01;0
multifonction;0.04;0;0.04;0
multifonctionnel;0.01;0;0.01;0
multifonctions;0.14;0;0.14;0
multiforme;0.04;0.74;0.02;0.47
multiformes;0.04;0.74;0.01;0.27
multifréquences;0.01;0;0.01;0
multigrade;0;0.34;0;0.34
multimilliardaire;0.04;0;0.04;0
multimilliardaire;0.04;0;0.04;0
multimillionnaire;0.09;0;0.08;0
multimillionnaire;0.13;0;0.09;0
multimillionnaires;0.09;0;0.01;0
multimillionnaires;0.13;0;0.04;0
multimédia;0.08;0;0.08;0
multinational;0.56;0.27;0.07;0.07
multinationale;0.56;0.27;0.05;0.07
multinationale;1.71;0.41;0.48;0.27
multinationales;0.56;0.27;0.44;0.07
multinationales;1.71;0.41;1.22;0.14
multinationaux;0.56;0.27;0;0.07
multipare;0;0.07;0;0.07
multipartite;0.1;0;0.1;0
multiple;6.6;18.18;0.84;3.92
multiple;0.2;0.68;0.07;0.41
multiples;6.6;18.18;5.76;14.26
multiples;0.2;0.68;0.12;0.27
multiplex;0.02;0.07;0.02;0.07
multiplex;0.09;0;0.09;0
multiplexe;0.04;0;0.01;0
multiplexer;0.02;0;0.01;0
multiplexes;0.04;0;0.03;0
multiplexé;0.02;0;0.01;0
multiplia;6.07;22.91;0;0.81
multipliai;6.07;22.91;0;0.2
multipliaient;6.07;22.91;0.07;2.91
multipliais;6.07;22.91;0;0.2
multipliait;6.07;22.91;0.07;2.5
multipliant;6.07;22.91;0.1;2.23
multiplicateur;0.04;0;0.04;0
multiplication;0.54;2.36;0.28;2.03
multiplications;0.54;2.36;0.26;0.34
multiplicité;0.18;1.55;0.17;1.49
multiplicités;0.18;1.55;0.01;0.07
multiplie;6.07;22.91;1.06;2.43
multiplient;6.07;22.91;1.29;2.16
multiplier;6.07;22.91;1.39;3.51
multiplierai;6.07;22.91;0;0.07
multiplieraient;6.07;22.91;0;0.14
multiplierait;6.07;22.91;0;0.07
multiplierons;6.07;22.91;0.02;0
multiplieront;6.07;22.91;0.04;0.14
multiplies;6.07;22.91;0.14;0.07
multipliez;6.07;22.91;0.5;0.27
multipliions;6.07;22.91;0;0.07
multipliât;6.07;22.91;0;0.14
multiplièrent;6.07;22.91;0.01;0.81
multiplié;6.07;22.91;0.75;1.76
multiplié;0.25;1.42;0.01;0.54
multipliée;6.07;22.91;0.27;0.81
multipliée;0.25;1.42;0;0.14
multipliées;6.07;22.91;0.2;0.88
multipliées;0.25;1.42;0.14;0.2
multipliés;6.07;22.91;0.16;0.74
multipliés;0.25;1.42;0.1;0.54
multipoints;0.01;0;0.01;0
multiprise;0.03;0.14;0.03;0.14
multipropriété;0.23;0;0.23;0
multiracial;0.14;0;0.02;0
multiraciale;0.14;0;0.1;0
multiraciaux;0.14;0;0.02;0
multirisque;0.14;0.07;0.14;0.07
multirécidiviste;0.05;0;0.05;0
multiséculaires;0;0.07;0;0.07
multitude;1.38;10.27;1.31;9.66
multitudes;1.38;10.27;0.07;0.61
multitâche;0.04;0;0.03;0
multitâche;0.06;0;0.02;0
multitâches;0.04;0;0.01;0
multitâches;0.06;0;0.04;0
mulâtre;0.32;0.41;0.17;0.34
mulâtre;0.77;1.08;0.5;0.74
mulâtres;0.32;0.41;0.16;0.07
mulâtres;0.77;1.08;0.27;0.34
mulâtresse;0.14;0.34;0.01;0.2
mulâtresses;0.14;0.34;0.14;0.14
mungo;0.02;0;0.02;0
muni;0.23;1.55;0;0.2
muni;2.06;14.53;1.14;6.62
munich;0;0.07;0;0.07
munichois;0.1;0.14;0.1;0.07
munichois;0;0.14;0;0.14
munichoise;0.1;0.14;0;0.07
municipal;9.92;14.53;6.25;7.03
municipale;9.92;14.53;1.66;3.18
municipales;9.92;14.53;0.54;1.22
municipalité;1.79;3.58;1.77;2.57
municipalités;1.79;3.58;0.03;1.01
municipaux;9.92;14.53;1.47;3.11
municipe;0;0.27;0;0.2
municipes;0;0.27;0;0.07
munie;0.23;1.55;0;0.07
munie;2.06;14.53;0.29;3.78
munies;2.06;14.53;0.14;1.01
munificence;0.14;1.01;0;0.81
munificences;0.14;1.01;0.14;0.2
munificente;0;0.14;0;0.07
munificents;0;0.14;0;0.07
munir;2.06;14.53;0.24;0.88
munis;0.23;1.55;0.23;1.28
munis;2.06;14.53;0.25;1.69
munissaient;2.06;14.53;0;0.07
munissait;2.06;14.53;0;0.14
munissant;2.06;14.53;0;0.07
munissent;2.06;14.53;0;0.07
munit;2.06;14.53;0.01;0.2
munition;14.68;8.45;0.28;0.07
munitions;14.68;8.45;14.4;8.38
munster;0.05;0.2;0.05;0.2
muon;0.01;0;0.01;0
muphti;0;0.07;0;0.07
muqueuse;0.19;0.47;0.02;0.14
muqueuse;0.11;1.82;0.11;0.61
muqueuses;0.19;0;0.19;0
muqueuses;0.19;0.47;0.02;0.27
muqueuses;0.11;1.82;0;1.22
muqueux;0.19;0.47;0.15;0.07
mur;88.93;317.77;58.9;172.57
mura;1.39;6.96;0.11;0.2
murage;0.01;0;0.01;0
muraient;1.39;6.96;0;0.07
muraille;2.61;20.88;1.28;11.01
murailles;2.61;20.88;1.32;9.86
murait;1.39;6.96;0;0.34
mural;0.35;3.24;0.08;1.76
murale;0.35;3.24;0.2;1.01
murales;0.35;3.24;0.05;0.47
murant;1.39;6.96;0;0.14
muraux;0.35;3.24;0.02;0
mure;1.39;6.96;0.26;0.07
murent;1.75;13.18;0;0.07
murer;1.39;6.96;0.05;1.28
murerait;1.39;6.96;0;0.07
mures;1.39;6.96;0.01;0
muret;0.28;3.24;0.28;2.64
muretin;0;0.27;0;0.07
muretins;0;0.27;0;0.2
murets;0.28;3.24;0;0.61
murette;0;4.26;0;3.31
murettes;0;4.26;0;0.95
murex;0;0.07;0;0.07
murez;1.39;6.96;0;0.07
muriatique;0.01;0.07;0.01;0.07
muridés;0.02;0;0.02;0
murin;0.01;0;0.01;0
murmel;0;0.07;0;0.07
murmura;7.27;123.58;0.8;58.31
murmurai;7.27;123.58;0.12;3.31
murmuraient;7.27;123.58;0.35;1.55
murmurais;7.27;123.58;0.03;0.95
murmurait;7.27;123.58;0.55;12.5
murmurant;0.14;1.22;0;0.54
murmurant;7.27;123.58;0.38;7.64
murmurante;0.14;1.22;0.14;0.41
murmurantes;0.14;1.22;0;0.14
murmurants;0.14;1.22;0;0.14
murmuras;7.27;123.58;0;0.07
murmure;3.4;31.62;1.62;25.14
murmure;7.27;123.58;2.29;14.86
murmurent;7.27;123.58;0.58;0.81
murmurer;7.27;123.58;1.17;10.14
murmurera;7.27;123.58;0.01;0.07
murmureraient;7.27;123.58;0;0.07
murmurerait;7.27;123.58;0.01;0.27
murmureront;7.27;123.58;0.01;0
murmures;3.4;31.62;1.78;6.49
murmures;7.27;123.58;0.11;0.07
murmurez;7.27;123.58;0.12;0.14
murmurions;7.27;123.58;0.01;0.14
murmurèrent;7.27;123.58;0.1;0.34
murmuré;7.27;123.58;0.63;10.81
murmurée;7.27;123.58;0;0.27
murmurées;7.27;123.58;0.01;0.81
murmurés;7.27;123.58;0;0.47
murs;88.93;317.77;30.04;145.2
murène;0.56;0.47;0.41;0.2
murènes;0.56;0.47;0.14;0.27
murèrent;1.39;6.96;0;0.07
muré;1.39;6.96;0.38;1.96
murée;1.39;6.96;0.56;1.42
murées;1.39;6.96;0;0.61
murés;1.39;6.96;0.02;0.68
mus;1.75;13.18;0.05;0.88
mus;0.18;0;0.18;0
musa;0.44;0.74;0;0.07
musagètes;0;0.07;0;0.07
musait;0.44;0.74;0;0.14
musant;0.44;0.74;0;0.14
musaraigne;0.07;0.61;0.05;0.47
musaraignes;0.07;0.61;0.02;0.14
musard;0;0.2;0;0.14
musard;0;0.14;0;0.07
musarda;0.03;1.42;0;0.07
musardaient;0.03;1.42;0;0.14
musardait;0.03;1.42;0;0.34
musardant;0.03;1.42;0;0.07
musarde;0.03;1.42;0;0.2
musarder;0.03;1.42;0.03;0.54
musardez;0.03;1.42;0;0.07
musardise;0;0.07;0;0.07
musards;0;0.2;0;0.07
musards;0;0.14;0;0.07
musc;0.28;0.81;0.28;0.81
muscade;0.52;1.15;0.52;1.15
muscadelle;0;0.07;0;0.07
muscadet;0.3;1.69;0.3;1.69
muscadin;0;0.07;0;0.07
muscadine;0;0.07;0;0.07
muscat;0.36;1.28;0.36;1.15
muscats;0.36;1.28;0;0.14
musclant;1.46;2.5;0.01;0
muscle;15.61;34.53;3.86;3.92
muscle;1.46;2.5;0.12;0.14
musclent;1.46;2.5;0.01;0.14
muscler;1.46;2.5;0.52;0.27
muscles;15.61;34.53;11.75;30.61
muscles;1.46;2.5;0.03;0
musclé;1.46;2.5;0.48;0.81
musclé;2.6;7.03;1.52;2.5
musclée;1.46;2.5;0.06;0.41
musclée;2.6;7.03;0.17;1.28
musclées;1.46;2.5;0.02;0.34
musclées;2.6;7.03;0.14;1.28
musclés;1.46;2.5;0.22;0.41
musclés;2.6;7.03;0.76;1.96
muscovite;0.01;0;0.01;0
musculaire;2.55;2.77;1.66;1.82
musculaires;2.55;2.77;0.9;0.95
musculation;0.48;0.2;0.48;0.2
musculature;0.36;1.89;0.36;1.89
musculeuse;0.03;2.3;0;0.81
musculeuses;0.03;2.3;0;0.41
musculeux;0.03;2.3;0.03;1.08
muse;2.42;1.35;1.82;0.81
muse;0.44;0.74;0;0.07
museau;1.86;12.64;1.6;11.76
museaux;1.86;12.64;0.26;0.88
muselait;0.4;1.01;0;0.07
muselant;0.4;1.01;0.01;0.07
museler;0.4;1.01;0.19;0.34
muselière;0.74;0.81;0.62;0.74
muselières;0.74;0.81;0.12;0.07
muselle;0.4;1.01;0.01;0.07
musellerait;0.4;1.01;0;0.07
muselons;0.4;1.01;0.01;0
muselé;0.4;1.01;0.15;0.07
muselée;0.4;1.01;0.01;0.07
muselées;0.4;1.01;0;0.07
muselés;0.4;1.01;0.02;0.2
muser;0.44;0.74;0.1;0.07
muserolle;0;0.07;0;0.07
muses;2.42;1.35;0.6;0.54
musette;0.77;18.45;0.75;13.78
musettes;0.77;18.45;0.02;4.66
musettes-repas;0;0.07;0;0.07
music hall;1.85;4.32;0.02;0
music-hall;1.85;4.32;1.7;3.78
music-halls;1.85;4.32;0.13;0.54
musical;24.76;10.54;17.5;3.45
musicale;24.76;10.54;4.88;4.19
musicalement;0.3;0.27;0.3;0.27
musicales;24.76;10.54;1.63;1.96
musicalité;0.14;0.47;0.14;0.47
musicaux;24.76;10.54;0.75;0.95
musicien;4.34;4.66;3.07;1.96
musicien;13.3;16.08;4.78;5.88
musicienne;4.34;4.66;0.66;1.01
musicienne;13.3;16.08;0.79;0.14
musiciennes;4.34;4.66;0;0.14
musiciennes;13.3;16.08;0.43;0.2
musiciens;4.34;4.66;0.6;1.55
musiciens;13.3;16.08;7.31;9.86
musico;0;0.68;0;0.68
musicographes;0;0.07;0;0.07
musicologie;0.03;0;0.03;0
musicologique;0.02;0;0.02;0
musicologue;0.01;0.34;0.01;0.07
musicologues;0.01;0.34;0;0.27
musicothérapie;0.01;0;0.01;0
musiquait;0.27;0.34;0;0.07
musique;169.8;114.32;168.89;109.8
musique;0.27;0.34;0.26;0.14
musiquer;0.27;0.34;0;0.14
musiques;169.8;114.32;0.91;4.53
musiques;0.27;0.34;0.01;0
musiquette;0;0.47;0;0.34
musiquettes;0;0.47;0;0.14
muskogee;0.01;0;0.01;0
musoir;0;0.07;0;0.07
musqué;0.01;0.41;0;0.07
musqué;0.18;1.49;0.14;0.41
musqué;0.05;0;0.05;0
musquée;0.01;0.41;0.01;0.2
musquée;0.18;1.49;0.01;0.68
musquées;0.01;0.41;0;0.14
musquées;0.18;1.49;0;0.14
musqués;0.18;1.49;0.04;0.27
mussais;0;0.41;0;0.07
musse;0;0.41;0;0.07
mussent;0;0.41;0;0.07
mussolinien;0;0.41;0;0.14
mussolinienne;0;0.41;0;0.14
mussoliniens;0;0.41;0;0.14
mussée;0;0.41;0;0.07
mussés;0;0.41;0;0.14
must;3.98;0.54;3.98;0.54
mustang;0.75;0.14;0.32;0.07
mustangs;0.75;0.14;0.43;0.07
mustélidés;0;0.07;0;0.07
musulman;5.84;7.09;2;2.09
musulman;6.22;6.22;1.77;1.76
musulmane;5.84;7.09;1.84;2.09
musulmane;6.22;6.22;0.44;0.34
musulmanes;5.84;7.09;0.54;0.81
musulmanes;6.22;6.22;0.02;0.2
musulmans;5.84;7.09;1.47;2.09
musulmans;6.22;6.22;4;3.92
musée;0.44;0.74;0.17;0.14
musée;20.7;28.38;18.59;21.55
musées;0.44;0.74;0.17;0.14
musées;20.7;28.38;2.11;6.82
muséologie;0.01;0;0.01;0
muséologique;0.01;0;0.01;0
muséologue;0.01;0;0.01;0
muséum;0.24;0.2;0.24;0.2
mutabilité;0.03;0;0.03;0
mutable;0.03;0;0.02;0
mutables;0.03;0;0.01;0
mutagène;0.02;0;0.02;0
mutant;2.02;0.07;0.57;0
mutant;4.67;0.81;1.93;0.27
mutant;7.04;2.09;0.23;0
mutante;2.02;0.07;0.98;0
mutante;4.67;0.81;0.25;0
mutantes;2.02;0.07;0.1;0
mutantes;4.67;0.81;0.03;0
mutants;2.02;0.07;0.37;0.07
mutants;4.67;0.81;2.46;0.54
mutation;5.53;4.32;4.67;3.18
mutations;5.53;4.32;0.85;1.15
mutatis mutandis;0;0.07;0;0.07
mute;7.04;2.09;0.24;0.14
mutent;7.04;2.09;0.08;0
muter;7.04;2.09;1.88;0.47
mutera;7.04;2.09;0.01;0
muterai;7.04;2.09;0.34;0
muteront;7.04;2.09;0.01;0
mutila;2.62;4.39;0.01;0.2
mutilais;2.62;4.39;0.01;0
mutilait;2.62;4.39;0.02;0.27
mutilant;0;0.2;0;0.07
mutilant;2.62;4.39;0.14;0.07
mutilante;0;0.2;0;0.14
mutilateur;0.03;0;0.03;0
mutilation;2.02;2.57;1.13;1.82
mutilations;2.02;2.57;0.89;0.74
mutile;2.62;4.39;0.17;0.41
mutilent;2.62;4.39;0.08;0.07
mutiler;2.62;4.39;0.67;0.81
mutilera;2.62;4.39;0;0.07
mutileraient;2.62;4.39;0.01;0.07
mutilé;2.62;4.39;0.93;1.15
mutilé;2.21;6.15;1.22;1.76
mutilé;0.72;2.7;0.15;1.28
mutilée;2.62;4.39;0.4;0.68
mutilée;2.21;6.15;0.23;1.42
mutilées;2.62;4.39;0.04;0.27
mutilées;2.21;6.15;0.04;1.01
mutilés;2.62;4.39;0.14;0.34
mutilés;2.21;6.15;0.72;1.96
mutilés;0.72;2.7;0.57;1.42
mutin;0.33;0.88;0.27;0.27
mutin;0.7;1.01;0.11;0.27
mutina;0.85;0.47;0.03;0.07
mutinaient;0.85;0.47;0.03;0.07
mutine;0.33;0.88;0.01;0.47
mutine;0.7;1.01;0.01;0.14
mutine;0.85;0.47;0.04;0.07
mutinent;0.85;0.47;0.11;0
mutiner;0.85;0.47;0.18;0.14
mutinerie;3.13;1.15;2.97;0.81
mutineries;3.13;1.15;0.16;0.34
mutines;0.33;0.88;0.01;0.07
mutines;0.85;0.47;0.01;0
mutinez;0.85;0.47;0.01;0
mutins;0.33;0.88;0.04;0.07
mutins;0.7;1.01;0.59;0.61
mutiné;0.85;0.47;0.31;0.14
mutiné;0.15;0.07;0.1;0
mutinée;0.85;0.47;0.1;0
mutinés;0.85;0.47;0.04;0
mutinés;0.15;0.07;0.05;0.07
mutique;0.01;0.07;0.01;0.07
mutisme;0.97;6.89;0.97;6.82
mutismes;0.97;6.89;0;0.07
mutité;0;0.2;0;0.2
mutualisme;0;0.07;0;0.07
mutualité;0.14;0.34;0;0.34
mutualités;0.14;0.34;0.14;0
mutuel;4;3.78;1.5;1.15
mutuelle;4;3.78;1.88;2.23
mutuelle;1.42;0.47;1.23;0.41
mutuellement;3.4;4.59;3.4;4.59
mutuelles;4;3.78;0.22;0.34
mutuelles;1.42;0.47;0.2;0.07
mutuels;4;3.78;0.41;0.07
mutât;7.04;2.09;0;0.07
muté;7.04;2.09;3.59;1.08
mutée;7.04;2.09;0.42;0
mutées;7.04;2.09;0.05;0
mutés;7.04;2.09;0.19;0.34
mué;1.63;7.03;0.32;1.62
muée;1.63;7.03;0.03;0.81
muées;1.63;7.03;0;0.07
mués;1.63;7.03;0.02;0.27
myasthénie;0.12;0;0.12;0
mycologie;0;0.07;0;0.07
mycologue;0.01;0.27;0;0.2
mycologues;0.01;0.27;0.01;0.07
mycose;0.73;0;0.73;0
mycène;0.04;0;0.04;0
mycénien;0.01;0.14;0.01;0
mycéniennes;0.01;0.14;0;0.07
mycéniens;0.01;0.14;0;0.07
mycéniens;0;0.07;0;0.07
mygale;0.05;0.47;0.04;0.27
mygales;0.05;0.47;0.01;0.2
mylord;0.97;0.14;0.97;0.14
myocarde;0.12;0.2;0.12;0.2
myocardiopathie;0.07;0;0.07;0
myocardique;0.01;0;0.01;0
myocardite;0.03;0.07;0.03;0.07
myoclonie;0.01;0;0.01;0
myoglobine;0.04;0;0.04;0
myographe;0;0.07;0;0.07
myopathes;0.02;0;0.02;0
myopathie;0.03;0.07;0.03;0.07
myopathique;0.01;0;0.01;0
myope;1.76;4.05;1.71;3.24
myope;0.19;2.16;0.19;1.76
myopes;1.76;4.05;0.05;0.81
myopes;0.19;2.16;0;0.41
myopie;0.29;2.16;0.29;2.09
myopies;0.29;2.16;0;0.07
myosine;0.01;0;0.01;0
myosis;0.04;0;0.04;0
myosotis;0.17;1.49;0.17;1.49
myriade;0.78;3.31;0.11;1.08
myriades;0.78;3.31;0.67;2.23
myriophylle;0;0.2;0;0.2
myrmidon;0.69;0;0.67;0
myrmidons;0.69;0;0.02;0
myrrhe;0.43;0.54;0.43;0.54
myrte;1.25;1.55;1.25;0.74
myrtes;1.25;1.55;0;0.81
myrtille;3.43;2.16;1.71;0.34
myrtilles;3.43;2.16;1.72;1.82
mystagogie;0;0.14;0;0.14
mystagogique;0;0.14;0;0.14
mystagogue;0;0.07;0;0.07
myste;0.01;0;0.01;0
mysticisme;0.79;1.89;0.79;1.82
mysticismes;0.79;1.89;0;0.07
mystificateur;0.09;0.41;0.05;0.34
mystificateurs;0;0.07;0;0.07
mystificateurs;0.09;0.41;0.02;0.07
mystification;0.4;1.49;0.16;1.28
mystifications;0.4;1.49;0.23;0.2
mystificatrice;0.09;0.41;0.02;0
mystifie;0.28;1.01;0.1;0
mystifier;0.28;1.01;0.03;0.54
mystifié;0.28;1.01;0.13;0.2
mystifiée;0.28;1.01;0.01;0.14
mystifiées;0.28;1.01;0;0.07
mystifiés;0.28;1.01;0.01;0.07
mystique;3.31;8.85;2.75;6.82
mystique;2.28;3.45;2;1.89
mystiquement;0.04;0.2;0.04;0.2
mystiques;3.31;8.85;0.57;2.03
mystiques;2.28;3.45;0.28;1.55
mystère;28.03;51.01;22.9;39.53
mystères;28.03;51.01;5.13;11.49
mystérieuse;19.61;53.65;6.56;18.65
mystérieusement;1.63;6.82;1.63;6.82
mystérieuses;19.61;53.65;1.21;7.64
mystérieux;19.61;53.65;11.84;27.36
mythe;6.26;10.41;5.17;5.61
mythes;6.26;10.41;1.1;4.8
mythifiait;0;0.14;0;0.07
mythifier;0;0.14;0;0.07
mythique;1.15;4.19;1.01;3.11
mythiques;1.15;4.19;0.14;1.08
mythisation;0;0.07;0;0.07
mytho;0.36;0.2;0.36;0.2
mythologie;2.06;4.73;2.02;4.12
mythologies;2.06;4.73;0.04;0.61
mythologique;0.81;2.03;0.66;1.62
mythologiques;0.81;2.03;0.16;0.41
mythologisé;0;0.07;0;0.07
mythologue;0;0.14;0;0.07
mythologues;0;0.14;0;0.07
mythomane;0.43;0.68;0.42;0.68
mythomane;0.17;1.28;0.17;0.81
mythomanes;0.43;0.68;0.01;0
mythomanes;0.17;1.28;0;0.47
mythomanie;0.1;0.61;0.1;0.61
myxoedémateuse;0;0.07;0;0.07
myxoedémateuse;0;0.07;0;0.07
myxomatose;0.03;0.07;0.03;0.07
myéline;0.01;0;0.01;0
myélite;0.05;0.07;0.05;0.07
myéloblaste;0;0.2;0;0.07
myéloblastes;0;0.2;0;0.14
myéloïde;0.02;0;0.02;0
mâcha;5;12.3;0;0.47
mâchage;0;0.07;0;0.07
mâchaient;5;12.3;0.01;0.47
mâchais;5;12.3;0.1;0.07
mâchait;5;12.3;0.14;2.09
mâchant;5;12.3;0.16;1.82
mâche;0.81;1.08;0.81;1.08
mâche;5;12.3;1.37;1.28
mâchefer;0.01;2.57;0.01;2.57
mâchent;5;12.3;0.16;0.2
mâcher;5;12.3;1.61;3.78
mâcherai;5;12.3;0.04;0.07
mâcherais;5;12.3;0.01;0
mâcherait;5;12.3;0.01;0.07
mâcherez;5;12.3;0;0.07
mâches;5;12.3;0.15;0
mâcheur;0.05;0.07;0.04;0
mâcheurs;0.05;0.07;0;0.07
mâcheuse;0.05;0.07;0.01;0
mâchez;5;12.3;0.31;0
mâchicoulis;0;0.34;0;0.34
mâchoire;7.9;23.58;6.8;11.28
mâchoires;7.9;23.58;1.09;12.3
mâchonna;0.22;4.59;0;0.41
mâchonnaient;0.22;4.59;0;0.2
mâchonnais;0.22;4.59;0;0.07
mâchonnait;0.22;4.59;0.01;0.61
mâchonnant;0.22;4.59;0.16;1.01
mâchonne;0.22;4.59;0.01;0.68
mâchonnements;0;0.14;0;0.14
mâchonnent;0.22;4.59;0;0.14
mâchonner;0.22;4.59;0.04;1.01
mâchonné;0.22;4.59;0;0.34
mâchonnés;0.22;4.59;0;0.14
mâchons;5;12.3;0;0.07
mâchouilla;0.31;1.62;0;0.27
mâchouillait;0.31;1.62;0;0.34
mâchouillant;0.31;1.62;0.02;0.61
mâchouille;0.31;1.62;0.1;0.07
mâchouiller;0.31;1.62;0.04;0.2
mâchouilles;0.31;1.62;0.07;0
mâchouilleur;0.02;0.07;0.02;0.07
mâchouillé;0.31;1.62;0.07;0.07
mâchouillée;0.31;1.62;0.01;0.07
mâchuré;0;0.14;0;0.07
mâchurée;0;0.14;0;0.07
mâchèrent;5;12.3;0;0.07
mâché;5;12.3;0.91;1.42
mâchée;5;12.3;0.01;0.14
mâchés;5;12.3;0.01;0.2
mâconnaise;0;0.14;0;0.07
mâconnaises;0;0.14;0;0.07
mâle;3.09;8.58;2.1;5.95
mâle;11.72;15.95;8.96;10
mâles;3.09;8.58;1;2.64
mâles;11.72;15.95;2.76;5.95
mânes;0.01;0.41;0.01;0.41
mât;1.67;9.59;1.47;5.95
mâte;0.04;0.14;0.01;0.07
mâter;0.04;0.14;0.03;0
mâtin;0.26;0.2;0.26;0.14
mâtin;0;0.07;0;0.07
mâtinant;0.03;0.81;0;0.07
mâtine;0.57;1.22;0;0.14
mâtines;0.57;1.22;0.01;0.07
mâtins;0.26;0.2;0;0.07
mâtiné;0.03;0.81;0.02;0.47
mâtiné;0.03;0;0.03;0
mâtinée;0.03;0.81;0.01;0.14
mâtinés;0.03;0.81;0;0.14
mâts;1.67;9.59;0.2;3.65
mâture;0.14;1.62;0.14;1.08
mâtures;0.14;1.62;0;0.54
mâtée;0.04;0.14;0;0.07
mèche;9.87;31.01;8.21;19.12
mèches;9.87;31.01;1.66;11.89
mène;99.86;137.7;31.86;21.49
mènent;99.86;137.7;6.42;7.57
mènera;99.86;137.7;4.7;1.28
mènerai;99.86;137.7;0.73;0.41
mèneraient;99.86;137.7;0.05;0.68
mènerais;99.86;137.7;0.25;0.14
mènerait;99.86;137.7;0.98;2.3
mèneras;99.86;137.7;0.19;0
mènerez;99.86;137.7;0.08;0.14
mènerons;99.86;137.7;0.26;0.07
mèneront;99.86;137.7;1.04;0.47
mènes;99.86;137.7;2.84;1.01
mère;686.79;761.28;672;737.09
mère-grand;0.89;0.34;0.89;0.34
